selection1_name,selection1_url,selection1_finding,selection1_description,selection1_cause_description,selection1_disorder_name,selection1_disorder_url,selection1_disorder_probability,selection1_disorder_probability_url,selection1_age_risk_factor_name,selection1_age_risk_factor_url,selection1_age_risk_factor_age_risk_value,selection1_age_risk_factor_finding,selection1_sex_risk_factor_name,selection1_sex_risk_factor_url,selection1_sex_risk_factor_sex_risk_value,selection1_sex_risk_factor_finding,selection1_race_risk_factor_name,selection1_race_risk_factor_url,selection1_race_risk_factor_race_risk_value,selection1_race_risk_factor_finding,selection2_selection1_name,selection2_selection1_url,selection2_selection1_finding,selection2_selection1_description,selection2_selection1_cause_description,selection2_selection1_disorder_name,selection2_selection1_disorder_url,selection2_selection1_disorder_probability,selection2_selection1_disorder_probability_url,selection2_selection1_age_risk_factor_name,selection2_selection1_age_risk_factor_url,selection2_selection1_age_risk_factor_age_risk_value,selection2_selection1_age_risk_factor_finding,selection2_selection1_sex_risk_factor_name,selection2_selection1_sex_risk_factor_url,selection2_selection1_sex_risk_factor_sex_risk_value,selection2_selection1_sex_risk_factor_finding,selection2_selection1_race_risk_factor_name,selection2_selection1_race_risk_factor_url,selection2_selection1_race_risk_factor_race_risk_value,selection2_selection1_race_risk_factor_finding,selection2_selection2_selection1_name,selection2_selection2_selection1_url,selection2_selection2_selection1_finding,selection2_selection2_selection1_description,selection2_selection2_selection1_cause_description,selection2_selection2_selection1_disorder_name,selection2_selection2_selection1_disorder_url,selection2_selection2_selection1_disorder_probability,selection2_selection2_selection1_disorder_probability_url,selection2_selection2_selection1_age_risk_factor_name,selection2_selection2_selection1_age_risk_factor_url,selection2_selection2_selection1_age_risk_factor_age_risk_value,selection2_selection2_selection1_age_risk_factor_finding,selection2_selection2_selection1_sex_risk_factor_name,selection2_selection2_selection1_sex_risk_factor_url,selection2_selection2_selection1_sex_risk_factor_sex_risk_value,selection2_selection2_selection1_sex_risk_factor_finding,selection2_selection2_selection1_race_risk_factor_name,selection2_selection2_selection1_race_risk_factor_url,selection2_selection2_selection1_race_risk_factor_race_risk_value,selection2_selection2_selection1_race_risk_factor_finding,selection2_selection2_selection2_selection1_name,selection2_selection2_selection2_selection1_url,selection2_selection2_selection2_selection1_finding,selection2_selection2_selection2_selection1_description,selection2_selection2_selection2_selection1_cause_description,selection2_selection2_selection2_selection1_disorder_name,selection2_selection2_selection2_selection1_disorder_url,selection2_selection2_selection2_selection1_disorder_probability,selection2_selection2_selection2_selection1_disorder_probability_url,selection2_selection2_selection2_selection1_age_risk_factor_name,selection2_selection2_selection2_selection1_age_risk_factor_url,selection2_selection2_selection2_selection1_age_risk_factor_age_risk_value,selection2_selection2_selection2_selection1_age_risk_factor_finding,selection2_selection2_selection2_selection1_sex_risk_factor_name,selection2_selection2_selection2_selection1_sex_risk_factor_url,selection2_selection2_selection2_selection1_sex_risk_factor_sex_risk_value,selection2_selection2_selection2_selection1_sex_risk_factor_finding,selection2_selection2_selection2_selection1_race_risk_factor_name,selection2_selection2_selection2_selection1_race_risk_factor_url,selection2_selection2_selection2_selection1_race_risk_factor_race_risk_value,selection2_selection2_selection2_selection1_race_risk_factor_finding,selection2_selection2_selection2_selection2_selection1_name,selection2_selection2_selection2_selection2_selection1_url,selection2_selection2_selection2_selection2_selection1_finding,selection2_selection2_selection2_selection2_selection1_description,selection2_selection2_selection2_selection2_selection1_cause_description,selection2_selection2_selection2_selection2_selection1_disorder_name,selection2_selection2_selection2_selection2_selection1_disorder_url,selection2_selection2_selection2_selection2_selection1_disorder_probability,selection2_selection2_selection2_selection2_selection1_disorder_probability_url,selection2_selection2_selection2_selection2_selection1_age_risk_factor_name,selection2_selection2_selection2_selection2_selection1_age_risk_factor_url,selection2_selection2_selection2_selection2_selection1_age_risk_factor_age_risk_value,selection2_selection2_selection2_selection2_selection1_age_risk_factor_finding,selection2_selection2_selection2_selection2_selection1_sex_risk_factor_name,selection2_selection2_selection2_selection2_selection1_sex_risk_factor_url,selection2_selection2_selection2_selection2_selection1_sex_risk_factor_sex_risk_value,selection2_selection2_selection2_selection2_selection1_sex_risk_factor_finding,selection2_selection2_selection2_selection2_selection1_race_risk_factor_name,selection2_selection2_selection2_selection2_selection1_race_risk_factor_url,selection2_selection2_selection2_selection2_selection1_race_risk_factor_race_risk_value,selection2_selection2_selection2_selection2_selection1_race_risk_factor_finding
,,,,,,,,,,,,,,,,,,,,,Focal weakness,http://www.symcat.com/symptoms/focal-weakness,Focal weakness,"A general term referring to a mild to moderate degree of muscular weakness, occasionally used as a synonym for PARALYSIS (severe or complete loss of motor function). In the older literature, paresis often referred specifically to paretic neurosyphilis (see NEUROSYPHILIS). ""General paresis"" and ""general paralysis"" may still carry that connotation. Bilateral lower extremity paresis is referred to as PARAPARESIS.","The most common causes of focal weakness are stroke, bell palsy, and transient ischemic attack. Other possible causes, such as epilepsy, are more rare.",Epilepsy,http://www.symcat.com/conditions/epilepsy,2,http://www.symcat.com/conditions/epilepsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 1 years,http://www.symcat.com/demographics/age-1-years,0.0x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4 years,http://www.symcat.com/demographics/age-1-4-years,0.1x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-14 years,http://www.symcat.com/demographics/age-5-14-years,0.2x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-29 years,http://www.symcat.com/demographics/age-15-29-years,0.3x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44 years,http://www.symcat.com/demographics/age-30-44-years,0.7x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-59 years,http://www.symcat.com/demographics/age-45-59-years,1.3x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60-74 years,http://www.symcat.com/demographics/age-60-74-years,1.7x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75+ years,http://www.symcat.com/demographics/age-75-years,2.9x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,http://www.symcat.com/demographics/sex-male,1.0x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,http://www.symcat.com/demographics/sex-female,1.0x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,http://www.symcat.com/demographics/race-ethnicity-black,1.2x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispanic,http://www.symcat.com/demographics/race-ethnicity-hispanic,0.7x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,http://www.symcat.com/demographics/race-ethnicity-white,1.0x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,http://www.symcat.com/demographics/race-ethnicity-other,0.9x,Focal weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot and toe symptoms,http://www.symcat.com/symptoms/foot-and-toe-symptoms,Foot and toe symptoms,Anatomical and functional disorders affecting the foot.,"The most common kinds of foot and toe symptoms are foot or toe pain, foot or toe cramps or spasms, foot or toe stiffness or tightness, foot or toe weakness, foot or toe swelling, and foot or toe lump or mass.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe cramps or spasms,http://www.symcat.com/symptoms/foot-or-toe-cramps-or-spasms,Foot or toe cramps or spasms,Foot or toe cramps or spasms is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe cramps or spasms are lumbago, muscle spasm, and gout. Other possible causes, such as injury to the shoulder, are more rare.",Lumbago,http://www.symcat.com/conditions/lumbago,9,http://www.symcat.com/conditions/lumbago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe cramps or spasms,http://www.symcat.com/symptoms/foot-or-toe-cramps-or-spasms,Foot or toe cramps or spasms,Foot or toe cramps or spasms is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe cramps or spasms are lumbago, muscle spasm, and gout. Other possible causes, such as injury to the shoulder, are more rare.",Muscle spasm,http://www.symcat.com/conditions/muscle-spasm,9,http://www.symcat.com/conditions/muscle-spasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe cramps or spasms,http://www.symcat.com/symptoms/foot-or-toe-cramps-or-spasms,Foot or toe cramps or spasms,Foot or toe cramps or spasms is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe cramps or spasms are lumbago, muscle spasm, and gout. Other possible causes, such as injury to the shoulder, are more rare.",Gout,http://www.symcat.com/conditions/gout,9,http://www.symcat.com/conditions/gout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe cramps or spasms,http://www.symcat.com/symptoms/foot-or-toe-cramps-or-spasms,Foot or toe cramps or spasms,Foot or toe cramps or spasms is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe cramps or spasms are lumbago, muscle spasm, and gout. Other possible causes, such as injury to the shoulder, are more rare.",Carpal tunnel syndrome,http://www.symcat.com/conditions/carpal-tunnel-syndrome,9,http://www.symcat.com/conditions/carpal-tunnel-syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe cramps or spasms,http://www.symcat.com/symptoms/foot-or-toe-cramps-or-spasms,Foot or toe cramps or spasms,Foot or toe cramps or spasms is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe cramps or spasms are lumbago, muscle spasm, and gout. Other possible causes, such as injury to the shoulder, are more rare.",Skin polyp,http://www.symcat.com/conditions/skin-polyp,5,http://www.symcat.com/conditions/skin-polyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe cramps or spasms,http://www.symcat.com/symptoms/foot-or-toe-cramps-or-spasms,Foot or toe cramps or spasms,Foot or toe cramps or spasms is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe cramps or spasms are lumbago, muscle spasm, and gout. Other possible causes, such as injury to the shoulder, are more rare.",Open wound due to trauma,http://www.symcat.com/conditions/open-wound-due-to-trauma,5,http://www.symcat.com/conditions/open-wound-due-to-trauma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe cramps or spasms,http://www.symcat.com/symptoms/foot-or-toe-cramps-or-spasms,Foot or toe cramps or spasms,Foot or toe cramps or spasms is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe cramps or spasms are lumbago, muscle spasm, and gout. Other possible causes, such as injury to the shoulder, are more rare.",Chronic constipation,http://www.symcat.com/conditions/chronic-constipation,5,http://www.symcat.com/conditions/chronic-constipation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe cramps or spasms,http://www.symcat.com/symptoms/foot-or-toe-cramps-or-spasms,Foot or toe cramps or spasms,Foot or toe cramps or spasms is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe cramps or spasms are lumbago, muscle spasm, and gout. Other possible causes, such as injury to the shoulder, are more rare.",Injury to the shoulder,http://www.symcat.com/conditions/injury-to-the-shoulder,5,http://www.symcat.com/conditions/injury-to-the-shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 1 years,http://www.symcat.com/demographics/age-1-years,0.1x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4 years,http://www.symcat.com/demographics/age-1-4-years,0.0x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-14 years,http://www.symcat.com/demographics/age-5-14-years,0.5x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-29 years,http://www.symcat.com/demographics/age-15-29-years,0.2x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44 years,http://www.symcat.com/demographics/age-30-44-years,0.7x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-59 years,http://www.symcat.com/demographics/age-45-59-years,1.9x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60-74 years,http://www.symcat.com/demographics/age-60-74-years,1.5x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75+ years,http://www.symcat.com/demographics/age-75-years,1.9x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,http://www.symcat.com/demographics/sex-male,0.3x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,http://www.symcat.com/demographics/sex-female,1.5x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,http://www.symcat.com/demographics/race-ethnicity-black,0.7x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispanic,http://www.symcat.com/demographics/race-ethnicity-hispanic,0.3x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,http://www.symcat.com/demographics/race-ethnicity-white,1.1x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,http://www.symcat.com/demographics/race-ethnicity-other,2.5x,Foot or toe cramps or spasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe lump or mass,http://www.symcat.com/symptoms/foot-or-toe-lump-or-mass,Foot or toe lump or mass,Foot or toe lump or mass is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe lump or mass are viral warts, bunion, and skin disorder. Other possible causes, such as seasonal allergies (hay fever), are more rare.",Viral warts,http://www.symcat.com/conditions/viral-warts,9,http://www.symcat.com/conditions/viral-warts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe lump or mass,http://www.symcat.com/symptoms/foot-or-toe-lump-or-mass,Foot or toe lump or mass,Foot or toe lump or mass is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe lump or mass are viral warts, bunion, and skin disorder. Other possible causes, such as seasonal allergies (hay fever), are more rare.",Bunion,http://www.symcat.com/conditions/bunion,7,http://www.symcat.com/conditions/bunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe lump or mass,http://www.symcat.com/symptoms/foot-or-toe-lump-or-mass,Foot or toe lump or mass,Foot or toe lump or mass is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe lump or mass are viral warts, bunion, and skin disorder. Other possible causes, such as seasonal allergies (hay fever), are more rare.",Skin disorder,http://www.symcat.com/conditions/skin-disorder,6,http://www.symcat.com/conditions/skin-disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe lump or mass,http://www.symcat.com/symptoms/foot-or-toe-lump-or-mass,Foot or toe lump or mass,Foot or toe lump or mass is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe lump or mass are viral warts, bunion, and skin disorder. Other possible causes, such as seasonal allergies (hay fever), are more rare.",Soft tissue sarcoma,http://www.symcat.com/conditions/soft-tissue-sarcoma,4,http://www.symcat.com/conditions/soft-tissue-sarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe lump or mass,http://www.symcat.com/symptoms/foot-or-toe-lump-or-mass,Foot or toe lump or mass,Foot or toe lump or mass is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe lump or mass are viral warts, bunion, and skin disorder. Other possible causes, such as seasonal allergies (hay fever), are more rare.",Pyogenic skin infection,http://www.symcat.com/conditions/pyogenic-skin-infection,4,http://www.symcat.com/conditions/pyogenic-skin-infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe lump or mass,http://www.symcat.com/symptoms/foot-or-toe-lump-or-mass,Foot or toe lump or mass,Foot or toe lump or mass is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe lump or mass are viral warts, bunion, and skin disorder. Other possible causes, such as seasonal allergies (hay fever), are more rare.",Osteoarthritis,http://www.symcat.com/conditions/osteoarthritis,4,http://www.symcat.com/conditions/osteoarthritis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe lump or mass,http://www.symcat.com/symptoms/foot-or-toe-lump-or-mass,Foot or toe lump or mass,Foot or toe lump or mass is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe lump or mass are viral warts, bunion, and skin disorder. Other possible causes, such as seasonal allergies (hay fever), are more rare.",Lipoma,http://www.symcat.com/conditions/lipoma,4,http://www.symcat.com/conditions/lipoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Foot or toe lump or mass,http://www.symcat.com/symptoms/foot-or-toe-lump-or-mass,Foot or toe lump or mass,Foot or toe lump or mass is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of foot or toe lump or mass are viral warts, bunion, and skin disorder. Other possible causes, such as seasonal allergies (hay fever), are more rare.",Seasonal allergies (hay fever),http://www.symcat.com/conditions/seasonal-allergies-hay-fever,4,http://www.symcat.com/conditions/seasonal-allergies-hay-fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 1 years,http://www.symcat.com/demographics/age-1-years,0.0x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4 years,http://www.symcat.com/demographics/age-1-4-years,0.9x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-14 years,http://www.symcat.com/demographics/age-5-14-years,1.3x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-29 years,http://www.symcat.com/demographics/age-15-29-years,1.1x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44 years,http://www.symcat.com/demographics/age-30-44-years,0.7x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-59 years,http://www.symcat.com/demographics/age-45-59-years,1.6x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60-74 years,http://www.symcat.com/demographics/age-60-74-years,1.0x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75+ years,http://www.symcat.com/demographics/age-75-years,0.2x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,http://www.symcat.com/demographics/sex-male,1.2x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,http://www.symcat.com/demographics/sex-female,0.8x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,http://www.symcat.com/demographics/race-ethnicity-black,0.9x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispanic,http://www.symcat.com/demographics/race-ethnicity-hispanic,1.1x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,http://www.symcat.com/demographics/race-ethnicity-white,1.1x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,http://www.symcat.com/demographics/race-ethnicity-other,0.0x,Foot or toe lump or mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
